"team_id","opp_team_id","season","team","opp_team","outcome","win.","opp_win.","team_home_win.","team_away_win.","opp_home_win.","opp_away_win.","team_seed","opp_seed","team_conf","opp_conf","score","opp_score","fgm","fga","fgm3","fga3","ftm","fta","or","dr","ast","to","stl","blk","pf","opp_fgm","opp_fga","opp_fgm3","opp_fga3","opp_ftm","opp_fta","opp_or","opp_dr","opp_ast","opp_to","opp_stl","opp_blk","opp_pf"
"1242_2003","1113_2003",2003,1242,1113,1,0.766666667,0.620689655,0.928571429,0.777777778,0.8,0.4,2,10,"Z","Z",81.33333333,75.96551724,30.23333333,62.3,4.8,14.13333333,16.06666667,24.13333333,14.3,26.9,16.73333333,14.9,10.13333333,4.9,16.7,27.20689655,56.89655172,4,12.5862069,17.55172414,26.20689655,13.68965517,23.31034483,15.55172414,14,5.206896552,4.24137931,19.4137931
"1323_2003","1228_2003",2003,1323,1228,1,0.709677419,0.8,0.875,0.4,1,0.333333333,5,4,"Z","Z",80.09677419,75.43333333,27.22580645,60.67741935,8.290322581,21.77419355,17.35483871,22.83870968,11.38709677,26.87096774,16.90322581,12.77419355,7.451612903,5.64516129,16.22580645,27.1,55.8,7.433333333,20.16666667,13.8,19.1,9.733333333,25.4,18.26666667,13.16666667,7,3.1,19.13333333
"1458_2003","1409_2003",2003,1458,1409,1,0.75862069,0.709677419,0.941176471,0.545454545,0.823529412,0.5,5,13,"Y","Y",70.72413793,73.51612903,25.03448276,53.89655172,6.24137931,17.37931034,14.4137931,19.44827586,10.31034483,22.55172414,13.31034483,10.51724138,6.965517241,2.827586207,14.82758621,26.38709677,57.03225806,6.64516129,18.32258065,14.09677419,19.38709677,11.16129032,25.80645161,14.77419355,14.32258065,7.580645161,5,17.32258065
"1139_2003","1257_2003",2003,1139,1257,1,0.827586207,0.8,1,0.666666667,0.888888889,0.727272727,12,4,"W","W",68.5862069,81.83333333,24.06896552,50.65517241,8.482758621,21.86206897,11.96551724,16.55172414,7.827586207,20.37931034,12.96551724,10.4137931,6.344827586,1.862068966,16.06896552,27.96666667,60.83333333,8.433333333,23.4,17.46666667,25.1,13.2,25.1,16.6,13.36666667,7.2,4.733333333,22.66666667
"1268_2003","1462_2003",2003,1268,1462,1,0.678571429,0.833333333,0.875,0.5,0.933333333,0.833333333,6,3,"X","X",80.78571429,78.23333333,29.42857143,63.35714286,6.75,16.96428571,15.17857143,21.57142857,13.75,26.75,18.89285714,14.10714286,10.89285714,6.607142857,19,26.8,59.2,6.433333333,17.76666667,18.2,24.36666667,13.93333333,25.5,16.4,13.03333333,5.466666667,3.033333333,15.76666667
"1338_2003","1231_2003",2003,1338,1231,1,0.866666667,0.625,1,0.636363636,0.916666667,0.181818182,2,7,"Y","Y",74.6,70.53125,26.86666667,53.5,6.366666667,17.76666667,14.5,22.8,11.3,25.36666667,17.76666667,15.1,8.066666667,4.1,17.96666667,23.4375,54.9375,7.53125,21.625,16.125,22.625,11.21875,25.625,13.8125,11.5,4.4375,5.34375,18.0625
"1400_2003","1345_2003",2003,1400,1345,1,0.785714286,0.642857143,1,0.555555556,0.933333333,0.333333333,1,9,"X","X",78.85714286,71.75,28,62.42857143,5.857142857,16.78571429,17,23.78571429,16.17857143,26.14285714,14.5,13.42857143,6.392857143,3.857142857,20.35714286,23.75,54.39285714,5.107142857,15.5,19.14285714,25.5,10.39285714,23.46428571,12.25,13.82142857,7.178571429,2.928571429,19.82142857
"1242_2003","1181_2003",2003,1242,1181,1,0.766666667,0.8,0.928571429,0.777777778,1,0.333333333,2,3,"Z","Z",81.33333333,81.96666667,30.23333333,62.3,4.8,14.13333333,16.06666667,24.13333333,14.3,26.9,16.73333333,14.9,10.13333333,4.9,16.7,27.36666667,60.33333333,7.333333333,20.6,19.9,28.06666667,13.76666667,23.1,13.83333333,14.03333333,8.5,5.133333333,21.26666667
"1266_2003","1338_2003",2003,1266,1338,1,0.821428571,0.866666667,0.9375,0.7,1,0.636363636,3,2,"Y","Y",78.39285714,74.6,27.21428571,56.25,5.785714286,15.25,18.17857143,23.60714286,13.10714286,24.07142857,16.32142857,13.57142857,6,3.642857143,18.64285714,26.86666667,53.5,6.366666667,17.76666667,14.5,22.8,11.3,25.36666667,17.76666667,15.1,8.066666667,4.1,17.96666667
"1328_2003","1139_2003",2003,1328,1139,1,0.8,0.827586207,0.9375,0.625,1,0.666666667,1,12,"W","W",71.16666667,68.5862069,25.26666667,56.53333333,7.466666667,18.96666667,13.16666667,18.6,12.13333333,24.96666667,14.16666667,11.8,6.933333333,3.766666667,18.6,24.06896552,50.65517241,8.482758621,21.86206897,11.96551724,16.55172414,7.827586207,20.37931034,12.96551724,10.4137931,6.344827586,1.862068966,16.06896552
"1400_2003","1163_2003",2003,1400,1163,1,0.785714286,0.7,1,0.555555556,0.875,0.454545455,1,5,"X","X",78.85714286,80.03333333,28,62.42857143,5.857142857,16.78571429,17,23.78571429,16.17857143,26.14285714,14.5,13.42857143,6.392857143,3.857142857,20.35714286,29.53333333,62.2,6.066666667,15.7,14.9,22.1,14.76666667,27.9,15.63333333,15.8,5.933333333,7.733333333,18.4
"1266_2003","1246_2003",2003,1266,1246,1,0.821428571,0.90625,0.9375,0.7,0.923076923,0.909090909,3,1,"Y","Y",78.39285714,77.53125,27.21428571,56.25,5.785714286,15.25,18.17857143,23.60714286,13.10714286,24.07142857,16.32142857,13.57142857,6,3.642857143,18.64285714,28.46875,58.40625,5.90625,16.59375,14.6875,20.78125,12.875,24.15625,16.1875,14.0625,7.8125,5.09375,17.375
"1400_2003","1277_2003",2003,1400,1277,1,0.785714286,0.612903226,1,0.555555556,0.875,0.333333333,1,7,"X","X",78.85714286,67.22580645,28,62.42857143,5.857142857,16.78571429,17,23.78571429,16.17857143,26.14285714,14.5,13.42857143,6.392857143,3.857142857,20.35714286,23.03225806,51.09677419,4.903225806,13.38709677,16.25806452,22.12903226,10.67741935,24.25806452,13.61290323,14.5483871,6.387096774,3.709677419,20.03225806
"1393_2003","1400_2003",2003,1393,1400,1,0.827586207,0.785714286,1,0.666666667,1,0.555555556,3,1,"W","X",80.10344828,78.85714286,29.24137931,62.20689655,5.24137931,15.86206897,16.37931034,23.62068966,14.31034483,26.89655172,14.96551724,13.62068966,8.310344828,7.275862069,16.5862069,28,62.42857143,5.857142857,16.78571429,17,23.78571429,16.17857143,26.14285714,14.5,13.42857143,6.392857143,3.857142857,20.35714286
"1197_2004","1250_2004",2004,1197,1250,1,0.466666667,0.642857143,0.666666667,0.2,0.916666667,0.357142857,16,16,"Z","Z",72.1,65.85714286,23.06666667,55.76666667,8.466666667,24.4,17.5,24.53333333,11.43333333,22.53333333,12.7,16.93333333,8.333333333,1.6,21.9,22.75,53.96428571,6.142857143,17.75,14.21428571,19.82142857,11.17857143,24.42857143,12.5,14.64285714,7.178571429,3.321428571,18.85714286
"1163_2004","1436_2004",2004,1163,1436,1,0.818181818,0.733333333,0.944444444,0.6,0.833333333,0.666666667,2,15,"X","X",79.09090909,66.4,30.12121212,62.63636364,6.393939394,15.96969697,12.45454545,20.21212121,15.3030303,29.48484848,18.24242424,13.78787879,6.151515152,8.727272727,16.06060606,23.83333333,55.93333333,6.4,19.5,12.33333333,18.16666667,11.63333333,24.9,14.56666667,12.56666667,7,2.866666667,15.26666667
"1181_2004","1106_2004",2004,1181,1106,1,0.84375,0.533333333,0.933333333,0.8,0.636363636,0.357142857,1,16,"W","W",79.75,61.43333333,27.5625,58.46875,7.1875,19.53125,17.4375,23.84375,13.40625,22.84375,14.25,14.1875,9.34375,6.8125,18.71875,20.56666667,48.73333333,5.533333333,16.56666667,14.76666667,22.46666667,11.7,22.76666667,10.26666667,17.2,7.066666667,3.133333333,18.7
"1264_2004","1196_2004",2004,1264,1196,1,0.827586207,0.666666667,0.866666667,0.727272727,0.733333333,0.444444444,12,5,"Y","Y",74.34482759,76.96666667,24.37931034,55.20689655,5.75862069,15.65517241,19.82758621,26.10344828,12.17241379,22.68965517,10.79310345,13,9.448275862,4.172413793,20.31034483,26.93333333,55.8,8.2,21.6,14.9,19.8,10.23333333,24.93333333,16.26666667,14.66666667,6.533333333,3.133333333,18.86666667
"1305_2004","1277_2004",2004,1305,1277,1,0.733333333,0.620689655,1,0.384615385,0.857142857,0.454545455,10,7,"Z","Z",75.5,71.44827586,26.76666667,58.76666667,4.866666667,14.3,17.1,23.93333333,13.4,25.46666667,14.23333333,13,6.5,4.7,18.3,25,50.48275862,6.379310345,15.79310345,15.06896552,19.5862069,9.103448276,21.37931034,14.72413793,14.62068966,7.068965517,1.862068966,20.82758621
"1371_2004","1112_2004",2004,1371,1112,1,0.678571429,0.689655172,0.866666667,0.5,0.866666667,0.5,8,9,"W","W",72.28571429,87.51724138,26.10714286,56.85714286,5.964285714,16.85714286,14.10714286,19.67857143,11.78571429,25.32142857,13.25,13.14285714,6.785714286,3.142857143,18.10714286,31.51724138,65,7.379310345,19.20689655,17.10344828,21.75862069,13.89655172,25.68965517,18.89655172,14.96551724,6.965517241,4.551724138,16.06896552
"1390_2004","1427_2004",2004,1390,1427,1,0.966666667,0.571428571,1,0.909090909,0.615384615,0.636363636,1,16,"X","X",73.93333333,72.42857143,26.53333333,54.8,5.2,14.2,15.66666667,20.83333333,11.1,25.2,16.36666667,13.96666667,6.366666667,4.433333333,17.26666667,24.28571429,56.5,7.035714286,19.5,16.82142857,23.96428571,12.35714286,25.14285714,12.60714286,17.10714286,6.892857143,2.785714286,19.82142857
"1400_2004","1343_2004",2004,1400,1343,1,0.766666667,0.730769231,0.9375,0.666666667,0.818181818,0.769230769,3,14,"W","W",77.13333333,62.5,27.6,62.63333333,6.8,18.86666667,15.13333333,22.4,16.3,25.1,13.83333333,11.86666667,6.966666667,3.9,19.43333333,22.34615385,46.65384615,6.038461538,17.57692308,11.76923077,16.53846154,8.576923077,22.19230769,13.11538462,13.5,6.653846154,3.269230769,18.11538462
"1448_2004","1433_2004",2004,1448,1433,1,0.678571429,0.766666667,0.8,0.5,0.857142857,0.615384615,4,13,"Y","Y",83.82142857,70.8,28.5,60.42857143,7.642857143,19.96428571,19.17857143,26.89285714,14.03571429,23.5,15.75,15.03571429,9.25,3.25,20.82142857,26.06666667,55,6.566666667,17,12.1,20.03333333,12.33333333,25.4,13,16.43333333,6.733333333,3.866666667,17.56666667
"1153_2004","1190_2004",2004,1153,1190,1,0.8,0.827586207,0.9375,0.545454545,1,0.785714286,4,13,"W","W",76.9,77.93103448,27.03333333,59.1,7.233333333,18.8,15.6,23.36666667,13.13333333,24.13333333,16.03333333,12.1,7.9,5.066666667,19.43333333,28.34482759,61.10344828,5.965517241,16.82758621,15.27586207,22.55172414,12.20689655,25.51724138,15.37931034,16.17241379,10.93103448,5.586206897,16.86206897
"1228_2004","1293_2004",2004,1228,1293,1,0.8,0.833333333,0.923076923,0.777777778,0.928571429,0.714285714,5,12,"W","W",72.53333333,80.8,26.63333333,57.33333333,6.9,20.2,12.36666667,17.76666667,12.03333333,22.93333333,16.76666667,12.56666667,6.833333333,3.8,19.1,29.53333333,59.5,6.466666667,19.4,15.26666667,21.4,12.23333333,25.3,18.83333333,13.8,7.666666667,4.266666667,18.06666667
"1246_2004","1197_2004",2004,1246,1197,1,0.866666667,0.466666667,0.846153846,0.777777778,0.666666667,0.2,1,16,"Z","Z",73.13333333,72.1,26.66666667,56.83333333,6.2,17.46666667,13.6,19.53333333,11.8,24.03333333,15.6,14.5,7.9,3.366666667,18.43333333,23.06666667,55.76666667,8.466666667,24.4,17.5,24.53333333,11.43333333,22.53333333,12.7,16.93333333,8.333333333,1.6,21.9
"1280_2004","1284_2004",2004,1280,1284,1,0.892857143,0.65625,0.857142857,1,1,0.333333333,2,15,"W","W",77.10714286,68.78125,27.35714286,58.5,6.464285714,18.25,15.92857143,24.03571429,14.75,26.10714286,13.67857143,15.46428571,9.178571429,4.5,16.25,22.9375,54.71875,7.09375,20.25,15.8125,21.1875,9.375,24,13.8125,13.40625,7.65625,2.625,17.53125
"1329_2004","1186_2004",2004,1329,1186,1,0.896551724,0.571428571,1,0.777777778,0.909090909,0.4,2,15,"Y","Y",78.20689655,70.25,28.89655172,56.34482759,4.827586207,12.75862069,15.5862069,22.4137931,11.37931034,24.17241379,16.06896552,13.44827586,7.862068966,3.586206897,19.4137931,24.75,51.89285714,6.178571429,16.42857143,14.57142857,20.71428571,9.142857143,21.17857143,15.71428571,15.21428571,6.357142857,1.5,20.32142857
"1338_2004","1416_2004",2004,1338,1416,1,0.875,0.827586207,0.947368421,0.777777778,0.916666667,0.785714286,3,14,"Y","Y",68.875,70.51724138,25.71875,53.4375,4.1875,13.3125,13.25,20.3125,12.90625,23.71875,15.0625,12.4375,5.875,4.90625,14.5,25.51724138,55.72413793,7.448275862,21.06896552,12.03448276,16.65517241,12.37931034,23.89655172,16.68965517,15.13793103,8.827586207,4.827586207,18.17241379
"1435_2004","1444_2004",2004,1435,1444,1,0.7,0.866666667,0.882352941,0.4,1,0.666666667,6,11,"X","X",73.83333333,79.2,25.73333333,57.36666667,7.8,21.6,14.56666667,20.43333333,11.43333333,24.2,16.63333333,12.76666667,7.566666667,3.5,17.8,27.43333333,59.23333333,7.166666667,18.86666667,17.16666667,23.83333333,14.36666667,23.66666667,15.46666667,13.3,8.766666667,2.733333333,19.36666667
"1462_2004","1257_2004",2004,1462,1257,1,0.696969697,0.689655172,0.8125,0.538461538,0.866666667,0.5,7,10,"W","W",70.42424242,73.27586207,24.54545455,55.63636364,7.606060606,20.57575758,13.72727273,20.21212121,11.78787879,23.6969697,13.48484848,12.54545455,7.03030303,2.242424242,16.63636364,24.55172414,58.4137931,7.965517241,23.48275862,16.20689655,21.65517241,11.65517241,26.27586207,15.24137931,13.89655172,8.344827586,5.206896552,20.44827586
"1163_2004","1177_2004",2004,1163,1177,1,0.818181818,0.7,0.944444444,0.6,0.733333333,0.636363636,2,7,"X","X",79.09090909,70.86666667,30.12121212,62.63636364,6.393939394,15.96969697,12.45454545,20.21212121,15.3030303,29.48484848,18.24242424,13.78787879,6.151515152,8.727272727,16.06060606,25.63333333,54.56666667,5.1,14.06666667,14.5,20.6,12.06666667,23.76666667,13.73333333,13.43333333,5.7,2.366666667,17.4
"1305_2004","1211_2004",2004,1305,1211,1,0.733333333,0.931034483,1,0.384615385,1,1,10,2,"Z","Z",75.5,82.34482759,26.76666667,58.76666667,4.866666667,14.3,17.1,23.93333333,13.4,25.46666667,14.23333333,13,6.5,4.7,18.3,29.03448276,56.37931034,6.517241379,15.72413793,17.75862069,23.48275862,11.55172414,27.93103448,18.20689655,13.55172414,6.275862069,3.793103448,15.93103448
"1393_2004","1268_2004",2004,1393,1268,1,0.75,0.633333333,0.823529412,0.666666667,0.75,0.444444444,5,4,"X","X",72.92857143,77.36666667,27.67857143,59.75,4.321428571,13.85714286,13.25,20.82142857,13.92857143,24.71428571,15.35714286,12.78571429,7.892857143,6.857142857,17.64285714,28.06666667,63.66666667,5.133333333,15.33333333,16.1,25.7,15.76666667,25.73333333,14.03333333,15.13333333,8.733333333,6.766666667,19.5
"1448_2004","1264_2004",2004,1448,1264,1,0.678571429,0.827586207,0.8,0.5,0.866666667,0.727272727,4,12,"Y","Y",83.82142857,74.34482759,28.5,60.42857143,7.642857143,19.96428571,19.17857143,26.89285714,14.03571429,23.5,15.75,15.03571429,9.25,3.25,20.82142857,24.37931034,55.20689655,5.75862069,15.65517241,19.82758621,26.10344828,12.17241379,22.68965517,10.79310345,13,9.448275862,4.172413793,20.31034483
"1228_2004","1153_2004",2004,1228,1153,1,0.8,0.8,0.923076923,0.777777778,0.9375,0.545454545,5,4,"W","W",72.53333333,76.9,26.63333333,57.33333333,6.9,20.2,12.36666667,17.76666667,12.03333333,22.93333333,16.76666667,12.56666667,6.833333333,3.8,19.1,27.03333333,59.1,7.233333333,18.8,15.6,23.36666667,13.13333333,24.13333333,16.03333333,12.1,7.9,5.066666667,19.43333333
"1329_2004","1272_2004",2004,1329,1272,1,0.896551724,0.75,1,0.777777778,1,0.545454545,2,7,"Y","Y",78.20689655,73.57142857,28.89655172,56.34482759,4.827586207,12.75862069,15.5862069,22.4137931,11.37931034,24.17241379,16.06896552,13.44827586,7.862068966,3.586206897,19.4137931,24.75,58.64285714,8.714285714,24.21428571,15.35714286,23.21428571,13.46428571,25.14285714,14.28571429,12.92857143,7.464285714,5.107142857,18.21428571
"1412_2004","1246_2004",2004,1412,1246,1,0.689655172,0.866666667,0.933333333,0.5,0.846153846,0.777777778,9,1,"Z","Z",74.55172414,73.13333333,27.55172414,62.17241379,6.482758621,19.62068966,12.96551724,19.82758621,12.34482759,22.68965517,17.5862069,13.62068966,11.75862069,3.724137931,20.93103448,26.66666667,56.83333333,6.2,17.46666667,13.6,19.53333333,11.8,24.03333333,15.6,14.5,7.9,3.366666667,18.43333333
"1462_2004","1280_2004",2004,1462,1280,1,0.696969697,0.892857143,0.8125,0.538461538,0.857142857,1,7,2,"W","W",70.42424242,77.10714286,24.54545455,55.63636364,7.606060606,20.57575758,13.72727273,20.21212121,11.78787879,23.6969697,13.48484848,12.54545455,7.03030303,2.242424242,16.63636364,27.35714286,58.5,6.464285714,18.25,15.92857143,24.03571429,14.75,26.10714286,13.67857143,15.46428571,9.178571429,4.5,16.25
"1163_2004","1435_2004",2004,1163,1435,1,0.818181818,0.7,0.944444444,0.6,0.882352941,0.4,2,6,"X","X",79.09090909,73.83333333,30.12121212,62.63636364,6.393939394,15.96969697,12.45454545,20.21212121,15.3030303,29.48484848,18.24242424,13.78787879,6.151515152,8.727272727,16.06060606,25.73333333,57.36666667,7.8,21.6,14.56666667,20.43333333,11.43333333,24.2,16.63333333,12.76666667,7.566666667,3.5,17.8
"1386_2004","1448_2004",2004,1386,1448,1,0.964285714,0.678571429,1,1,0.8,0.5,1,4,"Y","Y",77.78571429,83.82142857,27.17857143,56.78571429,9.75,23.96428571,13.67857143,19.46428571,9.678571429,23.25,16.53571429,11.71428571,9.142857143,3.571428571,17.03571429,28.5,60.42857143,7.642857143,19.96428571,19.17857143,26.89285714,14.03571429,23.5,15.75,15.03571429,9.25,3.25,20.82142857
"1210_2004","1305_2004",2004,1210,1305,1,0.71875,0.733333333,0.8,0.583333333,1,0.384615385,3,10,"Z","Z",78.0625,75.5,27.4375,58.375,7.25,19.375,15.9375,23,11.375,26.09375,15.78125,15.46875,8.84375,4.84375,21.21875,26.76666667,58.76666667,4.866666667,14.3,17.1,23.93333333,13.4,25.46666667,14.23333333,13,6.5,4.7,18.3
"1462_2004","1400_2004",2004,1462,1400,1,0.696969697,0.766666667,0.8125,0.538461538,0.9375,0.666666667,7,3,"W","W",70.42424242,77.13333333,24.54545455,55.63636364,7.606060606,20.57575758,13.72727273,20.21212121,11.78787879,23.6969697,13.48484848,12.54545455,7.03030303,2.242424242,16.63636364,27.6,62.63333333,6.8,18.86666667,15.13333333,22.4,16.3,25.1,13.83333333,11.86666667,6.966666667,3.9,19.43333333
"1329_2004","1386_2004",2004,1329,1386,1,0.896551724,0.964285714,1,0.777777778,1,1,2,1,"Y","Y",78.20689655,77.78571429,28.89655172,56.34482759,4.827586207,12.75862069,15.5862069,22.4137931,11.37931034,24.17241379,16.06896552,13.44827586,7.862068966,3.586206897,19.4137931,27.17857143,56.78571429,9.75,23.96428571,13.67857143,19.46428571,9.678571429,23.25,16.53571429,11.71428571,9.142857143,3.571428571,17.03571429
